"Notes"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"UCD - ICD Sub-Chapter"	"UCD - ICD Sub-Chapter Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Whooping cough, unspecified"	"A37.9"	196	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Scarlet fever"	"A38"	15	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Meningococcal meningitis"	"A39.0"	551	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Waterhouse-Friderichsen syndrome"	"A39.1"	352	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Acute meningococcaemia"	"A39.2"	38	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Chronic meningococcaemia"	"A39.3"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Meningococcaemia, unspecified"	"A39.4"	952	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Meningococcal heart disease"	"A39.5"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Other meningococcal infections"	"A39.8"	21	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Meningococcal infection, unspecified"	"A39.9"	40	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia due to streptococcus, group A"	"A40.0"	431	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia due to streptococcus, group B"	"A40.1"	428	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia due to streptococcus, group D"	"A40.2"	2193	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	2702	4791200056	0.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Other streptococcal septicaemia"	"A40.8"	295	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Streptococcal septicaemia, unspecified"	"A40.9"	2237	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	12021	4791200056	0.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia due to other specified staphylococcus"	"A41.1"	318	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	8345	4791200056	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia due to Haemophilus influenzae"	"A41.3"	139	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia due to anaerobes"	"A41.4"	1618	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	14345	4791200056	0.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Other specified septicaemia"	"A41.8"	1610	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Septicaemia, unspecified"	"A41.9"	507029	4791200056	10.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Pulmonary actinomycosis"	"A42.0"	66	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Abdominal actinomycosis"	"A42.1"	3	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Cervicofacial actinomycosis"	"A42.2"	1	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Actinomycotic septicaemia"	"A42.7"	21	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Other forms of actinomycosis"	"A42.8"	9	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Actinomycosis, unspecified"	"A42.9"	24	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Pulmonary nocardiosis"	"A43.0"	495	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Cutaneous nocardiosis"	"A43.1"	3	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Other forms of nocardiosis"	"A43.8"	73	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Nocardiosis, unspecified"	"A43.9"	233	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Systemic bartonellosis"	"A44.0"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Cutaneous and mucocutaneous bartonellosis"	"A44.1"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Other forms of bartonellosis"	"A44.8"	1	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Bartonellosis, unspecified"	"A44.9"	2	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Erysipelas"	"A46"	29	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Gas gangrene"	"A48.0"	249	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Legionnaires' disease"	"A48.1"	1497	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Nonpneumonic Legionnaires' disease [Pontiac fever]"	"A48.2"	2	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Toxic shock syndrome"	"A48.3"	683	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Brazilian purpuric fever"	"A48.4"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Other specified bacterial diseases"	"A48.8"	170	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Staphylococcal infection, unspecified"	"A49.0"	6372	4791200056	0.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Streptococcal infection, unspecified"	"A49.1"	1853	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Haemophilus influenzae infection, unspecified"	"A49.2"	104	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Mycoplasma infection, unspecified"	"A49.3"	36	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Other bacterial infections of unspecified site"	"A49.8"	2085	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	"Bacterial infection, unspecified"	"A49.9"	7903	4791200056	0.2
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"			582753	4791200056	12.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Early congenital syphilis, symptomatic"	"A50.0"	1	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Early congenital syphilis, latent"	"A50.1"	1	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Early congenital syphilis, unspecified"	"A50.2"	2	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Late congenital syphilitic oculopathy"	"A50.3"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Late congenital neurosyphilis [juvenile neurosyphilis]"	"A50.4"	5	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Other late congenital syphilis, symptomatic"	"A50.5"	9	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Late congenital syphilis, latent"	"A50.6"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Late congenital syphilis, unspecified"	"A50.7"	1	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Congenital syphilis, unspecified"	"A50.9"	26	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Primary genital syphilis"	"A51.0"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Primary anal syphilis"	"A51.1"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Primary syphilis of other sites"	"A51.2"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Secondary syphilis of skin and mucous membranes"	"A51.3"	2	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Other secondary syphilis"	"A51.4"	1	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Early syphilis, latent"	"A51.5"	2	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Early syphilis, unspecified"	"A51.9"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Cardiovascular syphilis"	"A52.0"	49	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Symptomatic neurosyphilis"	"A52.1"	102	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Asymptomatic neurosyphilis"	"A52.2"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Neurosyphilis, unspecified"	"A52.3"	292	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Other symptomatic late syphilis"	"A52.7"	12	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Late syphilis, latent"	"A52.8"	2	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Late syphilis, unspecified"	"A52.9"	54	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Latent syphilis, unspecified as early or late"	"A53.0"	16	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Syphilis, unspecified"	"A53.9"	48	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess"	"A54.0"	1	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess"	"A54.1"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Gonococcal pelviperitonitis and other gonococcal genitourinary infections"	"A54.2"	2	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Gonococcal infection of eye"	"A54.3"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Gonococcal infection of musculoskeletal system"	"A54.4"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Gonococcal pharyngitis"	"A54.5"	1	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Gonococcal infection of anus and rectum"	"A54.6"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Other gonococcal infections"	"A54.8"	57	4791200056	0.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Gonococcal infection, unspecified"	"A54.9"	5	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Chlamydial lymphogranuloma (venereum)"	"A55"	1	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Chlamydial infection of lower genitourinary tract"	"A56.0"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Chlamydial infection of pelviperitoneum and other genitourinary organs"	"A56.1"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Chlamydial infection of genitourinary tract, unspecified"	"A56.2"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Chlamydial infection of anus and rectum"	"A56.3"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Chlamydial infection of pharynx"	"A56.4"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Sexually transmitted chlamydial infection of other sites"	"A56.8"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Chancroid"	"A57"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Granuloma inguinale"	"A58"	1	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Urogenital trichomoniasis"	"A59.0"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Trichomoniasis of other sites"	"A59.8"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Trichomoniasis, unspecified"	"A59.9"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Herpesviral infection of genitalia and urogenital tract"	"A60.0"	2	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Herpesviral infection of perianal skin and rectum"	"A60.1"	2	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Anogenital herpesviral infection, unspecified"	"A60.9"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Anogenital (venereal) warts"	"A63.0"	19	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Other specified predominantly sexually transmitted diseases"	"A63.8"	0	4791200056	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	"Unspecified sexually transmitted disease"	"A64"	43	4791200056	0.0
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"			759	4791200056	0.0
