,ID,Naames,Links,Parent
219,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,http://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79,Q00-Q99
220,Q80-Q89,Other congenital malformations,http://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89,Q00-Q99
221,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",http://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q90-Q99,Q00-Q99
222,R00-R09,Symptoms and signs involving the circulatory and respiratory systems,http://www.icd10data.com/ICD10CM/Codes/R00-R99/R00-R09,R00-R99
223,R10-R19,Symptoms and signs involving the digestive system and abdomen,http://www.icd10data.com/ICD10CM/Codes/R00-R99/R10-R19,R00-R99
224,R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,http://www.icd10data.com/ICD10CM/Codes/R00-R99/R20-R23,R00-R99
225,R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,http://www.icd10data.com/ICD10CM/Codes/R00-R99/R25-R29,R00-R99
226,R30-R39,Symptoms and signs involving the genitourinary system,http://www.icd10data.com/ICD10CM/Codes/R00-R99/R30-R39,R00-R99
227,R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior",http://www.icd10data.com/ICD10CM/Codes/R00-R99/R40-R46,R00-R99
228,R47-R49,Symptoms and signs involving speech and voice,http://www.icd10data.com/ICD10CM/Codes/R00-R99/R47-R49,R00-R99
229,R50-R69,General symptoms and signs,http://www.icd10data.com/ICD10CM/Codes/R00-R99/R50-R69,R00-R99
230,R70-R79,"Abnormal findings on examination of blood, without diagnosis",http://www.icd10data.com/ICD10CM/Codes/R00-R99/R70-R79,R00-R99
231,R80-R82,"Abnormal findings on examination of urine, without diagnosis",http://www.icd10data.com/ICD10CM/Codes/R00-R99/R80-R82,R00-R99
232,R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",http://www.icd10data.com/ICD10CM/Codes/R00-R99/R83-R89,R00-R99
233,R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",http://www.icd10data.com/ICD10CM/Codes/R00-R99/R90-R94,R00-R99
234,R97-R97,Abnormal tumor markers,http://www.icd10data.com/ICD10CM/Codes/R00-R99/R97-R97,R00-R99
235,R99-R99,Ill-defined and unknown cause of mortality,http://www.icd10data.com/ICD10CM/Codes/R00-R99/R99-R99,R00-R99
236,S00-S09,Injuries to the head,http://www.icd10data.com/ICD10CM/Codes/S00-T88/S00-S09,S00-T88
237,S10-S19,Injuries to the neck,http://www.icd10data.com/ICD10CM/Codes/S00-T88/S10-S19,S00-T88
238,S20-S29,Injuries to the thorax,http://www.icd10data.com/ICD10CM/Codes/S00-T88/S20-S29,S00-T88
239,S30-S39,"Injuries to the abdomen, lower back, lumbar spine, pelvis and external genitals",http://www.icd10data.com/ICD10CM/Codes/S00-T88/S30-S39,S00-T88
240,S40-S49,Injuries to the shoulder and upper arm,http://www.icd10data.com/ICD10CM/Codes/S00-T88/S40-S49,S00-T88
241,S50-S59,Injuries to the elbow and forearm,http://www.icd10data.com/ICD10CM/Codes/S00-T88/S50-S59,S00-T88
242,S60-S69,"Injuries to the wrist, hand and fingers",http://www.icd10data.com/ICD10CM/Codes/S00-T88/S60-S69,S00-T88
243,S70-S79,Injuries to the hip and thigh,http://www.icd10data.com/ICD10CM/Codes/S00-T88/S70-S79,S00-T88
244,S80-S89,Injuries to the knee and lower leg,http://www.icd10data.com/ICD10CM/Codes/S00-T88/S80-S89,S00-T88
245,S90-S99,Injuries to the ankle and foot,http://www.icd10data.com/ICD10CM/Codes/S00-T88/S90-S99,S00-T88
246,T07-T07,Injuries involving multiple body regions,http://www.icd10data.com/ICD10CM/Codes/S00-T88/T07-T07,S00-T88
247,T14-T14,Injury of unspecified body region,http://www.icd10data.com/ICD10CM/Codes/S00-T88/T14-T14,S00-T88
248,T15-T19,Effects of foreign body entering through natural orifice,http://www.icd10data.com/ICD10CM/Codes/S00-T88/T15-T19,S00-T88
249,T20-T25,"Burns and corrosions of external body surface, specified by site",http://www.icd10data.com/ICD10CM/Codes/S00-T88/T20-T25,S00-T88
250,T26-T28,Burns and corrosions confined to eye and internal organs,http://www.icd10data.com/ICD10CM/Codes/S00-T88/T26-T28,S00-T88
251,T30-T32,Burns and corrosions of multiple and unspecified body regions,http://www.icd10data.com/ICD10CM/Codes/S00-T88/T30-T32,S00-T88
252,T33-T34,Frostbite,http://www.icd10data.com/ICD10CM/Codes/S00-T88/T33-T34,S00-T88
253,T36-T50,"Poisoning by, adverse effect of and underdosing of drugs, medicaments and biological substances",http://www.icd10data.com/ICD10CM/Codes/S00-T88/T36-T50,S00-T88
254,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source,http://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65,S00-T88
255,T66-T78,Other and unspecified effects of external causes,http://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78,S00-T88
256,T79-T79,Certain early complications of trauma,http://www.icd10data.com/ICD10CM/Codes/S00-T88/T79-T79,S00-T88
257,T80-T88,"Complications of surgical and medical care, not elsewhere classified",http://www.icd10data.com/ICD10CM/Codes/S00-T88/T80-T88,S00-T88
258,V00-V09,Pedestrian injured in transport accident,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V00-V09,V00-Y99
259,V10-V19,Pedal cycle rider injured in transport accident,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19,V00-Y99
260,V20-V29,Motorcycle rider injured in transport accident,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29,V00-Y99
261,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39,V00-Y99
262,V40-V49,Car occupant injured in transport accident,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49,V00-Y99
263,V50-V59,Occupant of pick-up truck or van injured in transport accident,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59,V00-Y99
264,V60-V69,Occupant of heavy transport vehicle injured in transport accident,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69,V00-Y99
265,V70-V79,Bus occupant injured in transport accident,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79,V00-Y99
266,V80-V89,Other land transport accidents,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89,V00-Y99
267,V90-V94,Water transport accidents,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94,V00-Y99
268,V95-V97,Air and space transport accidents,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V95-V97,V00-Y99
269,V98-V99,Other and unspecified transport accidents,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/V98-V99,V00-Y99
270,W00-W19,"Slipping, tripping, stumbling and falls",http://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19,V00-Y99
271,W20-W49,Exposure to inanimate mechanical forces,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49,V00-Y99
272,W50-W64,Exposure to animate mechanical forces,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64,V00-Y99
273,W65-W74,Accidental non-transport drowning and submersion,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/W65-W74,V00-Y99
274,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",http://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99,V00-Y99
275,X00-X08,"Exposure to smoke, fire and flames",http://www.icd10data.com/ICD10CM/Codes/V00-Y99/X00-X08,V00-Y99
276,X10-X19,Contact with heat and hot substances,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19,V00-Y99
277,X30-X39,Exposure to forces of nature,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39,V00-Y99
278,X52-X58,Accidental exposure to other specified factors,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/X52-X58,V00-Y99
279,X71-X83,Intentional self-harm,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83,V00-Y99
280,X92-Y09,Assault,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09,V00-Y99
281,Y21-Y33,Event of undetermined intent,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33,V00-Y99
282,Y35-Y38,"Legal intervention, operations of war, military operations, and terrorism",http://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y35-Y38,V00-Y99
283,Y62-Y69,Misadventures to patients during surgical and medical care,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y62-Y69,V00-Y99
284,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82,V00-Y99
285,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y83-Y84,V00-Y99
286,Y90-Y99,Supplementary factors related to causes of morbidity classified elsewhere,http://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y90-Y99,V00-Y99
287,Z00-Z13,Persons encountering health services for examinations,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13,Z00-Z99
288,Z14-Z15,Genetic carrier and genetic susceptibility to disease,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z14-Z15,Z00-Z99
289,Z16-Z16,Resistance to antimicrobial drugs,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z16-Z16,Z00-Z99
290,Z17-Z17,Estrogen receptor status,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z17-Z17,Z00-Z99
291,Z18-Z18,Retained foreign body fragments,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z18-Z18,Z00-Z99
292,Z20-Z28,Persons with potential health hazards related to communicable diseases,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z20-Z28,Z00-Z99
293,Z30-Z39,Persons encountering health services in circumstances related to reproduction,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39,Z00-Z99
294,Z40-Z53,Encounters for other specific health care,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53,Z00-Z99
295,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65,Z00-Z99
296,Z66-Z66,Do not resuscitate status,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z66-Z66,Z00-Z99
297,Z67-Z67,Blood type,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z67-Z67,Z00-Z99
298,Z68-Z68,Body mass index (BMI),http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z68-Z68,Z00-Z99
299,Z69-Z76,Persons encountering health services in other circumstances,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z69-Z76,Z00-Z99
300,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,http://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99,Z00-Z99
301,A00,Cholera ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A00-A09/A00-,A00-A09
302,A01,Typhoid and paratyphoid fevers ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A00-A09/A01-,A00-A09
303,A02,Other salmonella infections ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A00-A09/A02-,A00-A09
304,A03,Shigellosis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A00-A09/A03-,A00-A09
305,A04,Other bacterial intestinal infections ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A00-A09/A04-,A00-A09
306,A05,"Other bacterial foodborne intoxications, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/A00-B99/A00-A09/A05-,A00-A09
307,A06,Amebiasis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A00-A09/A06-,A00-A09
308,A07,Other protozoal intestinal diseases ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A00-A09/A07-,A00-A09
309,A08,Viral and other specified intestinal infections ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A00-A09/A08-,A00-A09
310,A09,"Infectious gastroenteritis and colitis, unspecified ",http://www.icd10data.com//ICD10CM/Codes/A00-B99/A00-A09/A09-,A00-A09
311,A15,Respiratory tuberculosis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A15-A19/A15-,A15-A19
312,A17,Tuberculosis of nervous system ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A15-A19/A17-,A15-A19
313,A18,Tuberculosis of other organs ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A15-A19/A18-,A15-A19
314,A19,Miliary tuberculosis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A15-A19/A19-,A15-A19
315,A20,Plague ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A20-A28/A20-,A20-A28
316,A21,Tularemia ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A20-A28/A21-,A20-A28
317,A22,Anthrax ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A20-A28/A22-,A20-A28
318,A23,Brucellosis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A20-A28/A23-,A20-A28
319,A24,Glanders and melioidosis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A20-A28/A24-,A20-A28
320,A25,Rat-bite fevers ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A20-A28/A25-,A20-A28
321,A26,Erysipeloid ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A20-A28/A26-,A20-A28
322,A27,Leptospirosis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A20-A28/A27-,A20-A28
323,A28,"Other zoonotic bacterial diseases, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/A00-B99/A20-A28/A28-,A20-A28
324,A30,Leprosy [Hansen's disease] ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A30-,A30-A49
325,A31,Infection due to other mycobacteria ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A31-,A30-A49
326,A32,Listeriosis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A32-,A30-A49
327,A33,Tetanus neonatorum ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A33-,A30-A49
328,A34,Obstetrical tetanus ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A34-,A30-A49
329,A35,Other tetanus ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A35-,A30-A49
330,A36,Diphtheria ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A36-,A30-A49
331,A37,Whooping cough ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A37-,A30-A49
332,A38,Scarlet fever ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A38-,A30-A49
333,A39,Meningococcal infection ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A39-,A30-A49
334,A40,Streptococcal sepsis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A40-,A30-A49
335,A41,Other sepsis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A41-,A30-A49
336,A42,Actinomycosis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A42-,A30-A49
337,A43,Nocardiosis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A43-,A30-A49
338,A44,Bartonellosis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A44-,A30-A49
339,A46,Erysipelas ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A46-,A30-A49
340,A48,"Other bacterial diseases, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A48-,A30-A49
341,A49,Bacterial infection of unspecified site ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A30-A49/A49-,A30-A49
342,A50,Congenital syphilis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A50-,A50-A64
343,A51,Early syphilis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A51-,A50-A64
344,A52,Late syphilis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A52-,A50-A64
345,A53,Other and unspecified syphilis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A53-,A50-A64
346,A54,Gonococcal infection ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A54-,A50-A64
347,A55,Chlamydial lymphogranuloma (venereum) ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A55-,A50-A64
348,A56,Other sexually transmitted chlamydial diseases ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A56-,A50-A64
349,A57,Chancroid ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A57-,A50-A64
350,A58,Granuloma inguinale ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A58-,A50-A64
351,A59,Trichomoniasis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A59-,A50-A64
352,A60,Anogenital herpesviral [herpes simplex] infections ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A60-,A50-A64
353,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A63-,A50-A64
354,A64,Unspecified sexually transmitted disease ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A50-A64/A64-,A50-A64
355,A65,Nonvenereal syphilis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A65-A69/A65-,A65-A69
356,A66,Yaws ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A65-A69/A66-,A65-A69
357,A67,Pinta [carate] ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A65-A69/A67-,A65-A69
358,A68,Relapsing fevers ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A65-A69/A68-,A65-A69
359,A69,Other spirochetal infections ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A65-A69/A69-,A65-A69
360,A70,Chlamydia psittaci infections ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A70-A74/A70-,A70-A74
361,A71,Trachoma ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A70-A74/A71-,A70-A74
362,A74,Other diseases caused by chlamydiae ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A70-A74/A74-,A70-A74
363,A75,Typhus fever ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A75-A79/A75-,A75-A79
364,A77,Spotted fever [tick-borne rickettsioses] ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A75-A79/A77-,A75-A79
365,A78,Q fever ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A75-A79/A78-,A75-A79
366,A79,Other rickettsioses ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A75-A79/A79-,A75-A79
367,A80,Acute poliomyelitis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A80-A89/A80-,A80-A89
368,A81,Atypical virus infections of central nervous system ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A80-A89/A81-,A80-A89
369,A82,Rabies ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A80-A89/A82-,A80-A89
370,A83,Mosquito-borne viral encephalitis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A80-A89/A83-,A80-A89
371,A84,Tick-borne viral encephalitis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A80-A89/A84-,A80-A89
372,A85,"Other viral encephalitis, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/A00-B99/A80-A89/A85-,A80-A89
373,A86,Unspecified viral encephalitis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A80-A89/A86-,A80-A89
374,A87,Viral meningitis ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A80-A89/A87-,A80-A89
375,A88,"Other viral infections of central nervous system, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/A00-B99/A80-A89/A88-,A80-A89
376,A89,Unspecified viral infection of central nervous system ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A80-A89/A89-,A80-A89
377,A90,Dengue fever [classical dengue] ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A90-A99/A90-,A90-A99
378,A91,Dengue hemorrhagic fever ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A90-A99/A91-,A90-A99
379,A92,Other mosquito-borne viral fevers ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A90-A99/A92-,A90-A99
380,A93,"Other arthropod-borne viral fevers, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/A00-B99/A90-A99/A93-,A90-A99
381,A94,Unspecified arthropod-borne viral fever ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A90-A99/A94-,A90-A99
382,A95,Yellow fever ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A90-A99/A95-,A90-A99
383,A96,Arenaviral hemorrhagic fever ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A90-A99/A96-,A90-A99
384,A98,"Other viral hemorrhagic fevers, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/A00-B99/A90-A99/A98-,A90-A99
385,A99,Unspecified viral hemorrhagic fever ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/A90-A99/A99-,A90-A99
386,B00,Herpesviral [herpes simplex] infections ,http://www.icd10data.com//ICD10CM/Codes/A00-B99/B00-B09/B00-,B00-B09
